360307,1297371,248828,2201548,791195
368636,1331268,248854,3005210,754386
356222,1449460,244691,3334017,976461
429900,1779493,282674,3902288,1078024
471526,2231524,327262,4552216,1076877
498704,2738273,351527,4916122,1279807
553071,3100157,380216,5357270,1287651
576980,3273780,440282,5824880,1360515
614773,3428075,469439,6430203,1545284
703770,3712128,488497,7189684,2152141
862742,3778315,510097,7390338,2114842
548554,3784740,598940,7412516,2177509
